"","Id","SalePrice"
"1",1461,203156.128558261
"2",1462,207834.321737423
"3",1463,221935.436804052
"4",1464,169902.589306009
"5",1465,292247.106862413
"6",1466,138003.490941469
"7",1467,260439.185070319
"8",1468,208971.468541815
"9",1469,138324.5581558
"10",1470,124546.650344209
"11",1471,126085.510932085
"12",1472,376068.523422753
"13",1473,125933.855931871
"14",1474,229329.67163664
"15",1475,140633.688782177
"16",1476,134792.857055177
"17",1477,171583.998031604
"18",1478,105465.141335473
"19",1479,151504.301300928
"20",1480,138066.743861775
"21",1481,320716.774741315
"22",1482,126668.524461414
"23",1483,227687.717842757
"24",1484,135117.533168267
"25",1485,156986.246807105
"26",1486,266371.124801305
"27",1487,139568.266195532
"28",1488,291031.784716766
"29",1489,188562.327972206
"30",1490,68499.9999999911
"31",1491,55046.9472693628
"32",1492,141069.121779049
"33",1493,186389.000949981
"34",1494,167626.013380378
"35",1495,287679.826776113
"36",1496,300699.80337963
"37",1497,156241.847967495
"38",1498,163770.966893553
"39",1499,130498.015501001
"40",1500,79472.0296595712
"41",1501,145974.250652554
"42",1502,176583.079112734
"43",1503,153732.996665003
"44",1504,125420.638096861
"45",1505,149135.48741673
"46",1506,305623.039523927
"47",1507,243463.084671988
"48",1508,260431.382336626
"49",1509,110583.60703238
"50",1510,135222.035462518
"51",1511,189462.148990995
"52",1512,136162.486856493
"53",1513,112423.085151854
"54",1514,356590.224306822
"55",1515,126283.969568686
"56",1516,164953.619821513
"57",1517,196731.016952336
"58",1518,188541.866525676
"59",1519,469498.494860393
"60",1520,118261.857577007
"61",1521,160235.105466351
"62",1522,103852.19260958
"63",1523,225606.906275512
"64",1524,131734.323793205
"65",1525,224248.34012513
"66",1526,310475.185992652
"67",1527,266139.232383002
"68",1528,208060.868688195
"69",1529,78461.7593784262
"70",1530,283346.130469612
"71",1531,262323.678077522
"72",1532,115717.814174936
"73",1533,191779.220156667
"74",1534,137586.069946641
"75",1535,111349.088559622
"76",1536,94100.5425387957
"77",1537,125136.590189842
"78",1538,126676.369758649
"79",1539,116898.064030485
"80",1540,106762.880730428
"81",1541,198492.539827686
"82",1542,148263.761579129
"83",1543,249935.003314163
"84",1544,118525.748087026
"85",1545,162852.573737482
"86",1546,252009.442255684
"87",1547,181879.375781537
"88",1548,163933.403682704
"89",1549,75711.3518871699
"90",1550,133124.57421139
"91",1551,108169.881631116
"92",1552,112672.775851663
"93",1553,126304.118572381
"94",1554,131737.884582724
"95",1555,192497.959962207
"96",1556,203149.302578057
"97",1557,203460.039599722
"98",1558,120407.722995933
"99",1559,81813.9725104884
"100",1560,110088.098599556
"101",1561,206194.696033558
"102",1562,168790.106694524
"103",1563,103199.982073757
"104",1564,185886.01294254
"105",1565,155317.477049194
"106",1566,255652.03066547
"107",1567,92346.0085011051
"108",1568,115000.000000098
"109",1569,131320.899505207
"110",1570,211691.250595428
"111",1571,137526.116931253
"112",1572,182817.339898662
"113",1573,347432.348277075
"114",1574,220658.834985686
"115",1575,242467.170954101
"116",1576,169276.947745912
"117",1577,118327.655474793
"118",1578,145853.276139268
"119",1579,346810.328839636
"120",1580,174208.397589479
"121",1581,180000.000000266
"122",1582,104188.460638743
"123",1583,142144.687124685
"124",1584,163204.902538173
"125",1585,156777.614881827
"126",1586,114215.260975944
"127",1587,139570.433678874
"128",1588,93567.7160527603
"129",1589,140871.197807618
"130",1590,136620.825270019
"131",1591,208905.691194386
"132",1592,218410.976776581
"133",1593,153112.833718991
"134",1594,205318.122225338
"135",1595,179748.86849282
"136",1596,179657.651241918
"137",1597,139141.808060754
"138",1598,160105.52097612
"139",1599,234672.112610333
"140",1600,186159.922072966
"141",1601,99318.7410606499
"142",1602,230135.52247536
"143",1603,132534.781668841
"144",1604,220463.563877273
"145",1605,120246.13506749
"146",1606,124667.404652886
"147",1607,106709.861497459
"148",1608,222175.982830027
"149",1609,171796.663813118
"150",1610,116431.723158102
"151",1611,133358.128186093
"152",1612,332145.857556886
"153",1613,179609.078259345
"154",1614,239326.648131443
"155",1615,90052.5988477897
"156",1616,78411.1076889984
"157",1617,122597.602801044
"158",1618,266872.843576471
"159",1619,253066.391375288
"160",1620,288844.190334427
"161",1621,193283.948579711
"162",1622,418821.54674952
"163",1623,257043.192792902
"164",1624,99264.3120090134
"165",1625,155188.481601888
"166",1626,125624.213092688
"167",1627,180666.090392152
"168",1628,346378.493750157
"169",1629,191457.756305603
"170",1630,197229.001133365
"171",1631,124326.813408874
"172",1632,198328.015089326
"173",1633,226753.917399643
"174",1634,146849.008024339
"175",1635,183714.020648617
"176",1636,186387.766740309
"177",1637,230179.231106279
"178",1638,163239.89059419
"179",1639,519559.272944721
"180",1640,100518.487736494
"181",1641,170101.778140425
"182",1642,173891.308519859
"183",1643,124133.78191722
"184",1644,174917.537485616
"185",1645,142982.681641518
"186",1646,475000.000000655
"187",1647,171940.409812173
"188",1648,119458.013291922
"189",1649,133371.926563333
"190",1650,279682.037301073
"191",1651,250739.738088739
"192",1652,188590.775610072
"193",1653,205082.020778172
"194",1654,130680.673228095
"195",1655,127782.004681313
"196",1656,146145.396146721
"197",1657,306107.541230598
"198",1658,246890.828330042
"199",1659,129707.706086067
"200",1660,318147.643615477
"201",1661,133393.002665974
"202",1662,142714.53433855
"203",1663,116441.090329017
"204",1664,146308.141360311
"205",1665,107407.327911927
"206",1666,173081.518506076
"207",1667,129203.776372822
"208",1668,121841.456500371
"209",1669,255019.045695139
"210",1670,147532.551218249
"211",1671,89554.6724274921
"212",1672,173234.562789906
"213",1673,255209.952874309
"214",1674,169349.844577256
"215",1675,155768.322244987
"216",1676,141181.566079036
"217",1677,202623.670310953
"218",1678,79534.1387792215
"219",1679,247852.786494916
"220",1680,174957.390027368
"221",1681,200400.231959183
"222",1682,200830.52420507
"223",1683,161582.179872876
"224",1684,112765.403078853
"225",1685,452339.811522061
"226",1686,96272.6153913244
"227",1687,291324.76541876
"228",1688,100822.797385059
"229",1689,106193.019458973
"230",1690,194843.232126393
"231",1691,135236.400546114
"232",1692,365635.609781525
"233",1693,95804.6912937186
"234",1694,124138.681821193
"235",1695,199542.636829815
"236",1696,91302.9594166879
"237",1697,195003.901313619
"238",1698,213699.66485215
"239",1699,268048.042035058
"240",1700,118013.431304212
"241",1701,256288.186759408
"242",1702,104834.243077832
"243",1703,99011.9282765709
"244",1704,138765.884164739
"245",1705,226252.470437178
"246",1706,229450.585412976
"247",1707,140454.390479836
"248",1708,134560.098266814
"249",1709,183139.242524225
"250",1710,283320.546518201
"251",1711,76499.9999999855
"252",1712,252160.884719231
"253",1713,178314.37999312
"254",1714,178150.816679932
"255",1715,137130.814638612
"256",1716,223085.835870849
"257",1717,207726.313765576
"258",1718,229380.798617697
"259",1719,218954.31967723
"260",1720,101681.501768154
"261",1721,172798.945148719
"262",1722,334892.392009586
"263",1723,155506.243000268
"264",1724,131597.077403367
"265",1725,73469.5966421623
"266",1726,188383.758894013
"267",1727,175440.409830009
"268",1728,179489.473008286
"269",1729,129628.243812534
"270",1730,139670.8152497
"271",1731,273431.438536508
"272",1732,241500.00000035
"273",1733,336719.738262376
"274",1734,158219.193601427
"275",1735,135078.840260865
"276",1736,172143.740185566
"277",1737,188832.154043289
"278",1738,111934.307710771
"279",1739,395238.288082671
"280",1740,231162.907970249
"281",1741,226435.106563191
"282",1742,208053.169143311
"283",1743,207499.999999989
"284",1744,225002.491309637
"285",1745,179803.070126641
"286",1746,161442.460072231
"287",1747,170429.108534896
"288",1748,102160.429863863
"289",1749,114161.822441969
"290",1750,143861.112147162
"291",1751,242521.625822283
"292",1752,123903.05240016
"293",1753,131626.794351263
"294",1754,228629.890196946
"295",1755,167795.294722148
"296",1756,144401.346305861
"297",1757,137229.565109166
"298",1758,238755.633111709
"299",1759,180071.005662018
"300",1760,157310.170978651
"301",1761,163084.34042156
"302",1762,282327.540230568
"303",1763,220547.775412033
"304",1764,138518.332610043
"305",1765,270441.056922615
"306",1766,283967.291310792
"307",1767,216602.045001203
"308",1768,101583.177943588
"309",1769,97619.4933829968
"310",1770,362473.490985388
"311",1771,169173.130438104
"312",1772,135003.335722782
"313",1773,122434.461427046
"314",1774,288336.082489081
"315",1775,160983.137691552
"316",1776,190013.536019011
"317",1777,263263.224384226
"318",1778,268535.090793518
"319",1779,333085.408259046
"320",1780,186805.924548912
"321",1781,364884.941441146
"322",1782,341512.390208508
"323",1783,283232.977607413
"324",1784,133456.102277799
"325",1785,262861.806759241
"326",1786,86999.9999999949
"327",1787,302122.156656289
"328",1788,147303.530502046
"329",1789,142439.435184377
"330",1790,89177.4691865403
"331",1791,138709.442260034
"332",1792,130080.660527987
"333",1793,284000.000000118
"334",1794,197057.229795389
"335",1795,206264.754930787
"336",1796,202994.649790415
"337",1797,382636.305987705
"338",1798,211367.598292974
"339",1799,202611.285668691
"340",1800,140565.737974205
"341",1801,205458.124116548
"342",1802,85494.8694616559
"343",1803,91494.4004192856
"344",1804,284120.065522254
"345",1805,85212.4055246412
"346",1806,136636.567287013
"347",1807,151499.999999978
"348",1808,170670.484840895
"349",1809,175488.832113426
"350",1810,469849.839350995
"351",1811,305832.715534246
"352",1812,212411.030178623
"353",1813,82162.8821314082
"354",1814,97377.6095127093
"355",1815,137205.713498557
"356",1816,163237.275812564
"357",1817,165183.261608936
"358",1818,118440.210453376
"359",1819,136025.226639635
"360",1820,274615.331028807
"361",1821,161182.769870512
"362",1822,145078.66910213
"363",1823,208926.61321128
"364",1824,111889.802679378
"365",1825,169529.26723201
"366",1826,129275.775552447
"367",1827,164079.862255208
"368",1828,168037.859326428
"369",1829,142965.723463033
"370",1830,169784.887342692
"371",1831,180132.581901864
"372",1832,131537.38909446
"373",1833,119830.243647701
"374",1834,116979.816640737
"375",1835,200536.693741102
"376",1836,47537.835147896
"377",1837,154868.149556879
"378",1838,296062.656469835
"379",1839,403815.289212992
"380",1840,188839.158940811
"381",1841,168219.691863486
"382",1842,212783.389208941
"383",1843,197380.802778942
"384",1844,84060.4549084241
"385",1845,251692.515339986
"386",1846,182917.014715221
"387",1847,99638.2514980733
"388",1848,131499.091408165
"389",1849,198169.006341726
"390",1850,391525.578680381
"391",1851,117088.146511404
"392",1852,215211.029723687
"393",1853,108972.831529304
"394",1854,87889.1646601734
"395",1855,110821.855975677
"396",1856,136452.981098804
"397",1857,130776.355529165
"398",1858,158419.563505363
"399",1859,91959.4622466802
"400",1860,219859.548508621
"401",1861,236675.284273523
"402",1862,205847.563225618
"403",1863,103916.013265112
"404",1864,247410.224018042
"405",1865,164472.722341908
"406",1866,148109.846990558
"407",1867,107117.609746251
"408",1868,167797.333978752
"409",1869,298886.707842256
"410",1870,323649.162771273
"411",1871,60000.0000000001
"412",1872,115973.896749872
"413",1873,270654.901948448
"414",1874,89542.1740520508
"415",1875,282326.319735241
"416",1876,198228.621191758
"417",1877,165157.709064677
"418",1878,256361.460481135
"419",1879,114942.761214976
"420",1880,137352.251683785
"421",1881,183867.490836803
"422",1882,214132.084103023
"423",1883,114959.648226194
"424",1884,318117.232870529
"425",1885,145077.95253997
"426",1886,129206.751192196
"427",1887,248767.815335536
"428",1888,118163.071465871
"429",1889,198325.942132163
"430",1890,189688.248575726
"431",1891,93854.2793614559
"432",1892,120451.048849097
"433",1893,119561.546832386
"434",1894,181529.35981951
"435",1895,80746.4727298832
"436",1896,234088.172016299
"437",1897,116556.987607546
"438",1898,116123.807323634
"439",1899,117329.954119613
"440",1900,119645.020293711
"441",1901,521983.723817342
"442",1902,103655.813243312
"443",1903,162331.62396573
"444",1904,174214.042449059
"445",1905,209995.095754178
"446",1906,150719.559112757
"447",1907,216108.56691714
"448",1908,203669.75481257
"449",1909,120336.896212506
"450",1910,123630.673428226
"451",1911,98489.3255167561
"452",1912,253313.983947556
"453",1913,198437.514221313
"454",1914,203314.404150908
"455",1915,136614.017538267
"456",1916,163616.239585881
"457",1917,84058.2188867396
"458",1918,221369.008747592
"459",1919,126726.633048362
"460",1920,114568.094935391
"461",1921,250163.602548064
"462",1922,154242.879406377
"463",1923,109525.325566383
"464",1924,176033.549678033
"465",1925,126987.630471547
"466",1926,165292.0432143
"467",1927,152757.236093256
"468",1928,151162.68745715
"469",1929,262001.38462867
"470",1930,187000.000000121
"471",1931,192184.226261327
"472",1932,198901.258729116
"473",1933,143455.886691827
"474",1934,343057.330104932
"475",1935,247669.486305167
"476",1936,136535.227565634
"477",1937,233728.297214693
"478",1938,400012.603272455
"479",1939,288964.264870521
"480",1940,101601.439171861
"481",1941,355201.801669052
"482",1942,372116.574198035
"483",1943,173997.470609338
"484",1944,140703.300614206
"485",1945,134460.838557109
"486",1946,148537.568649307
"487",1947,148961.290011718
"488",1948,173807.132085882
"489",1949,155799.777681926
"490",1950,88932.4359719162
"491",1951,107388.572189654
"492",1952,139516.317613953
"493",1953,166331.633367562
"494",1954,156203.217928235
"495",1955,87027.6848372207
"496",1956,51954.9236834782
"497",1957,420141.644393508
"498",1958,170086.490756631
"499",1959,142857.996854128
"500",1960,127554.909046366
"501",1961,105421.200264508
"502",1962,219061.171984466
"503",1963,135342.935718838
"504",1964,257202.277543439
"505",1965,134426.280919509
"506",1966,123737.036694395
"507",1967,230317.649345491
"508",1968,203549.494327363
"509",1969,161000.000000359
"510",1970,136450.818294599
"511",1971,160303.99435189
"512",1972,205123.20129105
"513",1973,118727.365896621
"514",1974,133419.105536798
"515",1975,94126.6410742023
"516",1976,408681.205133956
"517",1977,171297.223415679
"518",1978,273879.706897872
"519",1979,201304.602799336
"520",1980,225537.693571281
"521",1981,99382.0457190791
"522",1982,153373.585192797
"523",1983,172282.90479189
"524",1984,339934.470991923
"525",1985,303818.314039351
"526",1986,197061.63054314
"527",1987,133073.959828394
"528",1988,472044.921068472
"529",1989,91888.6948045978
"530",1990,202283.576510376
"531",1991,183590.015648618
"532",1992,133696.871243926
"533",1993,106011.147798349
"534",1994,39300.0000000132
"535",1995,183552.766675851
"536",1996,146632.484004012
"537",1997,198830.033426123
"538",1998,112398.497970472
"539",1999,134714.507695782
"540",2000,237882.109582629
"541",2001,346020.557529399
"542",2002,253794.048793127
"543",2003,202772.170202673
"544",2004,142788.419965026
"545",2005,202575.661040443
"546",2006,232833.869829027
"547",2007,188825.290181938
"548",2008,133313.793167308
"549",2009,115619.399877714
"550",2010,238181.538251283
"551",2011,135197.174434561
"552",2012,124363.99013404
"553",2013,280651.160703495
"554",2014,105026.232615922
"555",2015,280614.253747329
"556",2016,107755.477729759
"557",2017,134043.334333526
"558",2018,95031.0454658603
"559",2019,190943.738969291
"560",2020,189769.509765872
"561",2021,153455.53111051
"562",2022,166424.29561109
"563",2023,106507.279278359
"564",2024,158146.14298623
"565",2025,274962.3657262
"566",2026,117234.95844727
"567",2027,360764.137787965
"568",2028,231324.303998934
"569",2029,318276.982590263
"570",2030,143317.049097896
"571",2031,141975.502277259
"572",2032,117055.127509531
"573",2033,205405.917395953
"574",2034,169242.438880212
"575",2035,135085.600875056
"576",2036,119006.35250835
"577",2037,152219.794759447
"578",2038,154115.036215999
"579",2039,160591.993754329
"580",2040,126603.760494993
"581",2041,182776.979557629
"582",2042,383287.188869458
"583",2043,108451.452534618
"584",2044,325000.000000025
"585",2045,128248.848703754
"586",2046,335270.10633053
"587",2047,103056.167530957
"588",2048,127060.836024083
"589",2049,266697.734385449
"590",2050,132914.035653919
"591",2051,188633.886192902
"592",2052,431943.88982045
"593",2053,147555.554816557
"594",2054,139708.017477161
"595",2055,115443.811841181
"596",2056,318999.999999901
"597",2057,110151.289796593
"598",2058,191452.123290636
"599",2059,217738.629001404
"600",2060,151000.000000009
"601",2061,293400.032581602
"602",2062,137255.836929894
"603",2063,223154.440261639
"604",2064,150614.897274472
"605",2065,218574.044462269
"606",2066,171601.090846123
"607",2067,166182.325675589
"608",2068,186440.047397103
"609",2069,338152.053794369
"610",2070,110897.894768967
"611",2071,310584.755509432
"612",2072,150582.989533796
"613",2073,248734.866674211
"614",2074,137294.917369424
"615",2075,81739.9898680078
"616",2076,150775.205556267
"617",2077,184147.719684352
"618",2078,110246.349092977
"619",2079,368782.921946529
"620",2080,323891.649726082
"621",2081,70769.6396386808
"622",2082,245088.187176612
"623",2083,132924.155218295
"624",2084,173429.439647329
"625",2085,161897.069786062
"626",2086,136484.9668833
"627",2087,132997.760123266
"628",2088,168042.915186473
"629",2089,172051.25455041
"630",2090,177834.244645157
"631",2091,115258.405020578
"632",2092,239787.834237654
"633",2093,164544.979497018
"634",2094,142213.447023534
"635",2095,124291.905888541
"636",2096,197482.300715832
"637",2097,36157.1473533928
"638",2098,115478.205626581
"639",2099,99656.7195833537
"640",2100,233900.280855624
"641",2101,276420.735440118
"642",2102,250439.015608158
"643",2103,344121.7800511
"644",2104,155790.19907106
"645",2105,353076.297661454
"646",2106,134102.626189054
"647",2107,110502.186756541
"648",2108,147599.209715091
"649",2109,152540.016416603
"650",2110,79589.4844082029
"651",2111,201663.974688486
"652",2112,122637.384505147
"653",2113,189375.007940955
"654",2114,131397.070896827
"655",2115,344030.344738946
"656",2116,89886.2791348158
"657",2117,141305.203829151
"658",2118,159763.643048958
"659",2119,123524.750217249
"660",2120,168198.70869558
"661",2121,200916.994764636
"662",2122,380989.280361193
"663",2123,109999.99999986
"664",2124,125887.787713498
"665",2125,378209.973185625
"666",2126,223599.355051145
"667",2127,128999.999999962
"668",2128,206671.676936652
"669",2129,159019.302610536
"670",2130,102169.425108879
"671",2131,173064.685540626
"672",2132,97470.6020057721
"673",2133,188571.331415789
"674",2134,259973.373518737
"675",2135,144162.790022391
"676",2136,147653.794382872
"677",2137,95403.9950023978
"678",2138,94538.330269825
"679",2139,333257.229390403
"680",2140,129678.463129251
"681",2141,126389.312384126
"682",2142,138187.278700556
"683",2143,180346.618558096
"684",2144,286622.288550166
"685",2145,228497.175447085
"686",2146,248087.123977774
"687",2147,220240.828836161
"688",2148,157453.57137991
"689",2149,267948.070246601
"690",2150,206776.050480412
"691",2151,155363.110927934
"692",2152,757590.813150478
"693",2153,317074.246218921
"694",2154,99480.0180972816
"695",2155,129034.478657433
"696",2156,178269.153671213
"697",2157,85991.0895534363
"698",2158,129831.669198508
"699",2159,123833.776690358
"700",2160,212316.208023371
"701",2161,300631.72997234
"702",2162,142198.785440159
"703",2163,353435.522621916
"704",2164,128212.858517732
"705",2165,211896.981750081
"706",2166,56153.7268954054
"707",2167,287957.121950257
"708",2168,220714.646322414
"709",2169,189442.795968445
"710",2170,118399.898216326
"711",2171,69420.8998966747
"712",2172,84569.2899374938
"713",2173,192291.571913857
"714",2174,120866.045069895
"715",2175,165159.515525867
"716",2176,147334.539338844
"717",2177,167968.99031186
"718",2178,145390.931569531
"719",2179,328223.997317371
"720",2180,138890.977001926
"721",2181,263797.571478504
"722",2182,138215.693858336
"723",2183,124936.519377501
"724",2184,134176.625970559
"725",2185,309454.233381073
"726",2186,115060.501003382
"727",2187,233454.455349554
"728",2188,198516.322788446
"729",2189,150663.683339539
"730",2190,110052.801213392
"731",2191,247923.302561032
"732",2192,199872.446084167
"733",2193,233424.683664763
"734",2194,133152.9148958
"735",2195,113989.722834302
"736",2196,162403.347219209
"737",2197,80236.0980220684
"738",2198,227717.164932065
"739",2199,121587.875830371
"740",2200,184962.513555202
"741",2201,89458.1818161674
"742",2202,128183.039661251
"743",2203,185132.843084119
"744",2204,147081.864177319
"745",2205,196094.529834812
"746",2206,330356.048651135
"747",2207,243156.548191201
"748",2208,240075.492882257
"749",2209,253880.901104195
