Id,SalePrice
1461,194592.62657193557
1462,167466.08630758538
1463,213256.57776117243
1464,190751.46598009346
1465,289766.9762205904
1466,144140.42745652332
1467,254708.05937177397
1468,225320.86389478174
1469,184446.2085101265
1470,120554.00738604911
1471,132933.20105789023
1472,371963.59969764535
1473,127248.29473659555
1474,233814.5944454886
1475,149133.75087671197
1476,153628.0987578803
1477,165693.50777080492
1478,106445.59747420927
1479,143263.3676270408
1480,125992.75505164023
1481,315202.8070848818
1482,128473.60661054002
1483,255824.58395445702
1484,126967.47246147842
1485,136743.3005523993
1486,263913.7949062411
1487,120947.17741364702
1488,265119.73477283993
1489,155112.75272748503
1490,82115.199582505
1491,95819.95793561032
1492,143595.72432408552
1493,211237.5220734937
1494,162546.93630515863
1495,294354.91143206554
1496,290877.2567156127
1497,146176.43869999668
1498,140784.6823796158
1499,116479.45532402881
1500,89611.83767729781
1501,166767.84069375187
1502,135407.3727704203
1503,138593.46491012373
1504,126274.84228331123
1505,134651.44510644843
1506,314588.8544991324
1507,250037.8039576064
1508,264859.0853250257
1509,101143.2500022017
1510,129433.2053732683
1511,165815.91731853384
1512,133116.59539281816
1513,120071.11044068499
1514,346495.17875737447
1515,121816.31146391015
1516,181421.88477412888
1517,220868.76760500844
1518,206517.62886524136
1519,401216.82222359785
1520,104833.35187663237
1521,161206.8135100229
1522,96825.562647995
1523,232467.22466573797
1524,161072.82502427706
1525,219364.77191912735
1526,295070.2315965721
1527,230176.40919594423
1528,215410.6120801893
1529,88235.89941359218
1530,216222.9653162606
1531,270866.40600827406
1532,94507.96260771986
1533,187852.65147161146
1534,131307.835856543
1535,102452.80362614324
1536,94188.57672456079
1537,111661.04710266204
1538,112780.33823409851
1539,119581.72742837637
1540,120618.23937605554
1541,174327.57259431077
1542,167707.01470419936
1543,252473.94720393195
1544,136362.74200724575
1545,181013.26204836954
1546,265422.4592413843
1547,178093.44478636404
1548,151886.55336811696
1549,89487.52603576101
1550,99486.87414137591
1551,94131.09075755002
1552,131241.43669024305
1553,137489.7655899986
1554,183076.72463520107
1555,194243.70792470034
1556,165731.4697850331
1557,218458.5279088545
1558,99951.31846947278
1559,102715.80930518656
1560,94454.73252918995
1561,187632.3079478902
1562,154637.2585065673
1563,112482.26497017682
1564,208947.79251311976
1565,180146.156104534
1566,247114.78360624405
1567,99838.97503830935
1568,118366.84414772381
1569,117060.33775292705
1570,217511.58219707143
1571,163381.60152443364
1572,189281.63405236427
1573,271997.31118524336
1574,173321.56043415642
1575,211532.50618550758
1576,149915.89467740772
1577,119117.32406217678
1578,130849.55794102403
1579,296668.6870805747
1580,156250.55962527604
1581,192201.3064736135
1582,96697.22735037263
1583,137789.92867818876
1584,167211.04766777775
1585,181566.69784693728
1586,106804.03996449121
1587,145334.63056678453
1588,95739.20611126967
1589,134333.4012232624
1590,132571.8250635464
1591,214378.41303607763
1592,194159.33172956412
1593,143952.14020669647
1594,225720.06625905994
1595,169838.68978822813
1596,199277.7272254063
1597,136330.1094217198
1598,246603.33624644487
1599,251554.4190384126
1600,184020.78736764722
1601,86389.83521317567
1602,228422.76765236913
1603,130999.11997753258
1604,218293.32378271743
1605,160287.87974106462
1606,168836.15057263186
1607,106610.69069545624
1608,226646.63627548126
1609,149949.59184656767
1610,121869.96410073123
1611,119249.48836833242
1612,272364.82550985797
1613,193168.008261928
1614,161104.9170891466
1615,137688.85541676875
1616,105130.6937754312
1617,118015.8085317322
1618,242375.033446213
1619,215580.79223245184
1620,258331.12047204847
1621,168613.58364786056
1622,401326.6727934242
1623,207536.71726799567
1624,90953.56426135384
1625,160268.6798418825
1626,116442.7133725071
1627,175118.63852547618
1628,268903.7994803464
1629,199437.9679932111
1630,235417.62347563246
1631,136553.80683240158
1632,160508.97856849385
1633,197622.56821548246
1634,160811.39359755456
1635,187677.62458501683
1636,192863.91174167098
1637,184344.4598828717
1638,164228.67135501574
1639,475163.26181327563
1640,120488.33296340345
1641,161357.56880946734
1642,165451.98412836247
1643,127046.23970481718
1644,217801.05285839897
1645,133146.90796125776
1646,444715.30152561545
1647,206763.54593305034
1648,138990.02821607733
1649,111059.72739618174
1650,241042.43814595693
1651,231333.3173569421
1652,181126.07998980538
1653,218767.01529295856
1654,187719.51105793106
1655,118674.09563793534
1656,144608.42865869318
1657,235615.40820780362
1658,326331.0129190716
1659,164063.6630564657
1660,271901.3011668774
1661,120888.80982264876
1662,151759.2683851035
1663,141790.94978026557
1664,140033.19421442068
1665,113182.85746017599
1666,199070.84198411583
1667,155712.84390089317
1668,106672.5872332232
1669,254413.73599278484
1670,154837.67776772685
1671,102554.25904098972
1672,164806.53940273935
1673,207302.58191681642
1674,161048.41950259625
1675,152206.44776007425
1676,135319.24626991036
1677,198126.15644520608
1678,90074.36814249294
1679,202443.29457063155
1680,184280.34938981806
1681,224047.08138395773
1682,204674.9995326407
1683,146102.44960293986
1684,105409.5509385304
1685,360997.9288442757
1686,118221.51300652625
1687,268235.2981966039
1688,115959.33162612874
1689,113893.56882312431
1690,199976.0614905034
1691,137424.60522093094
1692,340653.0901963828
1693,116206.71044682321
1694,112397.60640050811
1695,180669.27141650722
1696,115466.15271086112
1697,197260.270778594
1698,214494.41783338762
1699,267530.4489248402
1700,131326.97409386127
1701,252178.58978955922
1702,105881.04564443645
1703,124924.3379466319
1704,124227.66674364258
1705,222327.27160726316
1706,222084.57527759753
1707,171806.79503976228
1708,167040.05624809748
1709,189945.09851272576
1710,246498.97728145315
1711,96972.07563759283
1712,274611.3307255691
1713,179144.20711769236
1714,164458.4432949026
1715,128096.67269345907
1716,230636.11527904542
1717,191594.12687640375
1718,219110.43916655748
1719,201020.21667596244
1720,109273.77098580729
1721,171288.0752159133
1722,328617.7509133046
1723,145817.91514473234
1724,123721.7921497276
1725,68581.17777420756
1726,173177.51252755593
1727,159757.7833933985
1728,150395.92707342442
1729,140723.4563139353
1730,148842.22209635552
1731,258018.1062132782
1732,233722.56683314886
1733,296822.28638439026
1734,167405.01332596922
1735,108348.02488611915
1736,184426.26511843034
1737,222412.98012552987
1738,106296.96357725107
1739,369062.2274462924
1740,212451.42493141882
1741,197252.3313959568
1742,163260.80871253615
1743,197881.6755249073
1744,254216.22832182492
1745,178414.2653996868
1746,179230.2167979594
1747,136502.94163345124
1748,90846.54362624591
1749,117601.4521297471
1750,148018.07173853423
1751,245717.2630584602
1752,117297.36467470785
1753,133400.89122532282
1754,198652.51726159858
1755,160344.03153734512
1756,155565.74735873484
1757,124121.79667334803
1758,220929.24742882393
1759,158741.36049194515
1760,148783.35422345164
1761,130041.73903314865
1762,186834.73183474707
1763,237549.41473221086
1764,119945.76921171742
1765,354464.9406111554
1766,300621.65013722365
1767,217987.67974264128
1768,123820.01187113968
1769,116108.60290036327
1770,363696.9348948882
1771,158347.78014968717
1772,138883.0304156719
1773,114443.36172223814
1774,169060.30909598776
1775,182712.37622588774
1776,183857.06027031966
1777,212579.10380466326
1778,271809.5325173768
1779,297765.6239212683
1780,186548.12997520037
1781,389815.4905990252
1782,312000.3923768022
1783,277974.05797603755
1784,97586.82867703891
1785,279636.5935614851
1786,86999.99999999997
1787,262952.00022356486
1788,145221.502704538
1789,144994.40089978214
1790,108140.1157250492
1791,162179.57701993256
1792,111848.81703070266
1793,318023.6511713307
1794,180434.74701709938
1795,169211.00113160306
1796,190966.29781182608
1797,359443.34822573134
1798,207204.7465873348
1799,201076.97920513284
1800,145187.50890068963
1801,227010.2776170192
1802,96145.30713415245
1803,80245.9422514549
1804,323280.7351211104
1805,109788.63009058921
1806,146673.47121568778
1807,140740.1760344573
1808,191001.8485636567
1809,185613.71742128071
1810,437101.6219439041
1811,347884.66298312694
1812,216465.39110757216
1813,106530.09727870926
1814,128389.95015001601
1815,131682.1270868446
1816,185637.0191014377
1817,159273.7897964056
1818,129030.52922747025
1819,148814.99111874052
1820,266000.4617996308
1821,162750.7856029885
1822,126559.68610825327
1823,220099.6065835733
1824,120846.95917083211
1825,161349.16465215382
1826,127222.7271170447
1827,170492.10881389675
1828,160044.1242693987
1829,130358.16676334038
1830,156733.47953410572
1831,179517.56728546624
1832,112908.04499386669
1833,117700.05623677316
1834,120500.23059510071
1835,198810.10624903685
1836,53598.112840574846
1837,150745.97667275812
1838,312189.2031788442
1839,336162.80755259044
1840,186072.53722397954
1841,134979.1191975719
1842,194122.3227877914
1843,215920.36921176885
1844,115525.74482372434
1845,246438.09045076845
1846,210350.3435606289
1847,103137.93312764214
1848,150669.76395172553
1849,227899.28481562497
1850,308141.09878724994
1851,134202.25571394069
1852,205771.82459573116
1853,109596.1560508207
1854,84313.07927202046
1855,111665.59168324896
1856,131473.23813968085
1857,128681.18448969074
1858,135600.69011452154
1859,124584.0800680816
1860,185259.74417532346
1861,231188.71134594918
1862,196057.72189095462
1863,113711.52941702261
1864,236539.7886446363
1865,160455.587825048
1866,147424.37776558756
1867,155481.0505717246
1868,162789.96608375193
1869,245895.5425745325
1870,264845.580777755
1871,128449.53297089288
1872,109785.56328445266
1873,223258.65387239688
1874,124307.71817740332
1875,263288.20984191884
1876,197739.14795564607
1877,135685.67995427435
1878,235429.83225767547
1879,103436.28491218663
1880,130798.63171801768
1881,211762.29875727568
1882,189611.18111359145
